maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00688,2027-01-28,scaner,EQUIP99674,2026-12-21,software update,Высокая,Обнаружена software update после 11 дней эксплуатации,Отклонена,2000
M00689,2027-01-28,nas,EQUIP75194,2026-11-04,software update,Высокая,Обнаружена software update после 17 дней эксплуатации,Новая,0
M00690,2027-01-28,nas,EQUIP46265,2026-12-17,dust cleaning,Высокая,Обнаружена dust cleaning после 26 дней эксплуатации,Отклонена,10000
M00691,2027-01-29,printer,EQUIP27714,2026-11-08,software update,Средняя,Обнаружена software update после 19 дней эксплуатации,Новая,0
M00692,2027-01-31,printer,EQUIP77781,2026-11-12,error log analysis,Низкая,Обнаружена error log analysis после 23 дней эксплуатации,Решена,5000
M00693,2027-02-01,scaner,EQUIP49944,2027-01-07,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 19 дней эксплуатации,Решена,0
M00694,2027-02-01,scaner,EQUIP30848,2026-11-06,error log analysis,Высокая,Обнаружена error log analysis после 8 дней эксплуатации,Новая,0
M00695,2027-02-01,printer,EQUIP51437,2027-01-09,software update,Средняя,Обнаружена software update после 12 дней эксплуатации,Отклонена,5000
M00696,2027-02-02,printer,EQUIP62162,2026-12-20,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 18 дней эксплуатации,Решена,1000
M00697,2027-02-03,pc,EQUIP55784,2027-01-29,error log analysis,Низкая,Обнаружена error log analysis после 29 дней эксплуатации,Новая,1000
M00698,2027-02-04,nas,EQUIP43790,2026-11-25,dust cleaning,Высокая,Обнаружена dust cleaning после 20 дней эксплуатации,В обработке,5000
M00699,2027-02-06,ip_phone,EQUIP12924,2027-01-15,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 17 дней эксплуатации,Новая,10000
M00700,2027-02-06,nas,EQUIP44465,2026-12-17,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 20 дней эксплуатации,Новая,2000
M00701,2027-02-07,cisco_router,EQUIP86533,2027-01-17,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 2 дней эксплуатации,Решена,5000
M00702,2027-02-07,ip_phone,EQUIP43233,2026-11-16,software update,Средняя,Обнаружена software update после 27 дней эксплуатации,Новая,2000
M00703,2027-02-07,scaner,EQUIP91124,2027-01-08,dust cleaning,Низкая,Обнаружена dust cleaning после 22 дней эксплуатации,В обработке,0
M00704,2027-02-07,scaner,EQUIP93963,2027-01-07,software update,Средняя,Обнаружена software update после 20 дней эксплуатации,В обработке,10000
M00705,2027-02-07,nas,EQUIP79972,2027-01-07,dust cleaning,Высокая,Обнаружена dust cleaning после 1 дней эксплуатации,Новая,1000
M00706,2027-02-07,nas,EQUIP96667,2026-11-24,port testing,Низкая,Обнаружена port testing после 7 дней эксплуатации,Решена,2000
M00707,2027-02-08,ip_phone,EQUIP38350,2026-12-15,port testing,Средняя,Обнаружена port testing после 21 дней эксплуатации,Решена,0
M00708,2027-02-10,nas,EQUIP59573,2027-01-28,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 7 дней эксплуатации,Новая,10000
M00709,2027-02-10,cisco_router,EQUIP49672,2027-02-02,port testing,Высокая,Обнаружена port testing после 30 дней эксплуатации,Новая,0
M00710,2027-02-11,cisco_router,EQUIP60840,2026-12-03,dust cleaning,Средняя,Обнаружена dust cleaning после 22 дней эксплуатации,Новая,0
M00711,2027-02-11,cisco_switch,EQUIP91618,2026-12-12,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 3 дней эксплуатации,В обработке,5000
M00712,2027-02-12,nas,EQUIP12501,2027-01-09,port testing,Низкая,Обнаружена port testing после 23 дней эксплуатации,Отклонена,1000
M00713,2027-02-12,scaner,EQUIP96576,2027-01-15,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 3 дней эксплуатации,В обработке,10000
M00714,2027-02-13,nas,EQUIP20536,2026-12-30,software update,Средняя,Обнаружена software update после 20 дней эксплуатации,Новая,5000
M00715,2027-02-14,pc,EQUIP20171,2027-01-09,error log analysis,Высокая,Обнаружена error log analysis после 23 дней эксплуатации,Отклонена,10000
M00716,2027-02-16,scaner,EQUIP81490,2027-02-08,port testing,Средняя,Обнаружена port testing после 2 дней эксплуатации,Новая,10000
M00717,2027-02-18,cisco_switch,EQUIP72025,2026-11-23,port testing,Средняя,Обнаружена port testing после 21 дней эксплуатации,Отклонена,0
M00718,2027-02-18,cisco_switch,EQUIP19693,2027-01-31,software update,Низкая,Обнаружена software update после 8 дней эксплуатации,В обработке,1000
M00719,2027-02-18,cisco_switch,EQUIP39914,2027-01-11,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 30 дней эксплуатации,Решена,0
M00720,2027-02-18,printer,EQUIP77972,2027-01-06,port testing,Высокая,Обнаружена port testing после 19 дней эксплуатации,Решена,5000
M00721,2027-02-18,pc,EQUIP30809,2027-01-01,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 5 дней эксплуатации,В обработке,2000
M00722,2027-02-20,cisco_router,EQUIP96596,2027-01-16,port testing,Средняя,Обнаружена port testing после 30 дней эксплуатации,В обработке,1000
M00723,2027-02-20,nas,EQUIP47830,2026-11-23,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 7 дней эксплуатации,Новая,0
M00724,2027-02-21,scaner,EQUIP63651,2027-02-06,dust cleaning,Средняя,Обнаружена dust cleaning после 30 дней эксплуатации,Отклонена,10000
M00725,2027-02-23,printer,EQUIP26489,2026-11-28,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 8 дней эксплуатации,Решена,1000
M00726,2027-02-24,cisco_router,EQUIP48328,2027-02-16,error log analysis,Низкая,Обнаружена error log analysis после 4 дней эксплуатации,Отклонена,2000
M00727,2027-02-24,scaner,EQUIP34237,2026-12-20,dust cleaning,Средняя,Обнаружена dust cleaning после 12 дней эксплуатации,В обработке,0
M00728,2027-02-25,cisco_switch,EQUIP30839,2027-02-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 4 дней эксплуатации,Отклонена,2000
M00729,2027-02-26,pc,EQUIP86466,2027-01-07,dust cleaning,Низкая,Обнаружена dust cleaning после 5 дней эксплуатации,Отклонена,10000
M00730,2027-02-27,nas,EQUIP47680,2027-01-05,error log analysis,Средняя,Обнаружена error log analysis после 3 дней эксплуатации,Решена,2000
M00731,2027-03-01,scaner,EQUIP72234,2027-01-17,software update,Средняя,Обнаружена software update после 12 дней эксплуатации,Новая,1000
M00732,2027-03-02,printer,EQUIP18724,2026-12-26,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 27 дней эксплуатации,В обработке,2000
M00733,2027-03-02,cisco_router,EQUIP17871,2027-02-19,software update,Низкая,Обнаружена software update после 27 дней эксплуатации,Новая,0
M00734,2027-03-04,printer,EQUIP11385,2027-01-13,port testing,Средняя,Обнаружена port testing после 9 дней эксплуатации,Новая,10000
M00735,2027-03-05,scaner,EQUIP68876,2027-02-10,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 10 дней эксплуатации,Решена,0
M00736,2027-03-07,printer,EQUIP70532,2027-01-30,error log analysis,Низкая,Обнаружена error log analysis после 11 дней эксплуатации,Решена,2000
M00737,2027-03-07,cisco_switch,EQUIP81406,2026-12-09,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 2 дней эксплуатации,Решена,5000
M00738,2027-03-09,scaner,EQUIP90691,2027-02-06,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 15 дней эксплуатации,Решена,10000
M00739,2027-03-09,nas,EQUIP45320,2027-02-23,dust cleaning,Высокая,Обнаружена dust cleaning после 16 дней эксплуатации,В обработке,0
